%Change,,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Variable,,A,Air Density @25C and 1.02 atm (kg/m^3),Air Flow Rate (L/min),Air Flow Rate (scfm),Air Molar Flow Rate (mol/min),CO2 Flow Rate (L/min),CO2 Molar Flow Rate (mol/min),CO2 concentration in gas-phase @inlet (% v/v),CO2 concentration in gas-phase @outlet (% v/v),CO2 mole fraction in Liquid-phase @inlet,CO2 mole fraction in Liquid-phase @outlet,CO2 mole fraction in gas-phase @Equilibrium,CO2 mole fraction in gas-phase @inlet,CO2 mole fraction in gas-phase @outlet,CO2_transferred,D Diameter (m),H,HOG,K,Kya,L_V,Lt Height (m),Molar Mass Air (g/mol),Molar Mass Water (g/mol),NOG,R,Room Pressure (atm),Room Temp (K),V,Water Flow Rate (L/min),Water Flow Rate (gpm),Water Molar Flow Rate (mol/min),Water Temp (K),superficial_velocity,A,Air Density @25C and 1.02 atm (kg/m^3),Air Flow Rate (L/min),Air Flow Rate (scfm),Air Molar Flow Rate (mol/min),CO2 Flow Rate (L/min),CO2 Molar Flow Rate (mol/min),CO2 concentration in gas-phase @inlet (% v/v),CO2 concentration in gas-phase @outlet (% v/v),CO2 mole fraction in Liquid-phase @inlet,CO2 mole fraction in Liquid-phase @outlet,CO2 mole fraction in gas-phase @Equilibrium,CO2 mole fraction in gas-phase @inlet,CO2 mole fraction in gas-phase @outlet,CO2_transferred,D Diameter (m),H,HOG,K,Kya,L_V,Lt Height (m),Molar Mass Air (g/mol),Molar Mass Water (g/mol),NOG,R,Room Pressure (atm),Room Temp (K),V,Water Flow Rate (L/min),Water Flow Rate (gpm),Water Molar Flow Rate (mol/min),Water Temp (K),superficial_velocity,A,Air Density @25C and 1.02 atm (kg/m^3),Air Flow Rate (L/min),Air Flow Rate (scfm),Air Molar Flow Rate (mol/min),CO2 Flow Rate (L/min),CO2 Molar Flow Rate (mol/min),CO2 concentration in gas-phase @inlet (% v/v),CO2 concentration in gas-phase @outlet (% v/v),CO2 mole fraction in Liquid-phase @inlet,CO2 mole fraction in Liquid-phase @outlet,CO2 mole fraction in gas-phase @Equilibrium,CO2 mole fraction in gas-phase @inlet,CO2 mole fraction in gas-phase @outlet,CO2_transferred,D Diameter (m),H,HOG,K,Kya,L_V,Lt Height (m),Molar Mass Air (g/mol),Molar Mass Water (g/mol),NOG,R,Room Pressure (atm),Room Temp (K),V,Water Flow Rate (L/min),Water Flow Rate (gpm),Water Molar Flow Rate (mol/min),Water Temp (K),superficial_velocity
Parameter,Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Diameter (m),2,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.09000000000000001,1230.0,11.302868391909985,1203.5225048923678,6.120894797219102,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3857643417454616,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.11000000000000001,1230.0,11.302868391909985,1203.5225048923678,4.097458500617746,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.25823893951555693,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
D Diameter (m),3,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.09000000000000001,1230.0,15.928048045695409,1203.5225048923678,5.234470699467754,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.3560901616111953,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.11000000000000001,1230.0,15.928048045695409,1203.5225048923678,3.504067162453621,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.23837440570666793,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682
D Diameter (m),4,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.09000000000000001,1230.0,9.388098233476148,1203.5225048923678,3.909254843670812,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.3115788914097959,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.11000000000000001,1230.0,9.388098233476148,1203.5225048923678,2.616939192870544,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.20857760499333444,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347
D Diameter (m),5,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.09000000000000001,1230.0,10.09774396335529,1203.5225048923678,3.293377789615397,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.28190471127552963,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.11000000000000001,1230.0,10.09774396335529,1203.5225048923678,2.204657859164026,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.18871307118444544,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
Lt Height (m),1,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,4.956789975948065,1203.5225048923678,5.769996485097921,88.14906632182769,1.35,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,6.05829885949208,1203.5225048923678,5.769996485097921,88.14906632182769,1.6500000000000001,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
Lt Height (m),2,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,10.172581552718988,1203.5225048923678,4.957924785747473,94.39941850008714,1.35,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,12.433155231100987,1203.5225048923678,4.957924785747473,94.39941850008714,1.6500000000000001,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
Lt Height (m),3,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,14.33524324112587,1203.5225048923678,4.2399212665688815,101.60380036637783,1.35,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,17.52085285026495,1203.5225048923678,4.2399212665688815,101.60380036637783,1.6500000000000001,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682
Lt Height (m),4,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,8.449288410128533,1203.5225048923678,3.166496423373358,114.73876252917535,1.35,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,10.326908056823763,1203.5225048923678,3.166496423373358,114.73876252917535,1.6500000000000001,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347
Lt Height (m),5,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,9.087969567019762,1203.5225048923678,2.6676360095884717,125.56005436609797,1.35,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,11.10751835969082,1203.5225048923678,2.6676360095884717,125.56005436609797,1.6500000000000001,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
Room Temp (K),1,0.07265297637819841,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.5801657317551355,6.05,5.62,0.0,0.00465467242546873,3.7842865247713253e-06,0.0605,0.0562,0.030991345165374953,0.1,1230.0,5.0982397489476465,1203.5225048923678,5.769999486405092,87.43949211857539,1.5,28.9647,18.02,0.294219196009686,0.08206,1.022,268.335,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07373210710184816,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.47468105325420173,6.05,5.62,0.0,0.0045868599022412535,3.7291543920660596e-06,0.0605,0.0562,0.030537761047820935,0.1,1230.0,5.799484121844631,1203.5225048923678,5.76999402931798,88.73825023020864,1.5,28.9647,18.02,0.25864369459173514,0.08206,1.022,327.965,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
Room Temp (K),2,0.07776016946730867,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.5801657317551355,6.51,6.1,0.0,0.004466501821825911,3.631302294167407e-06,0.06509999999999999,0.061,0.02760908669709844,0.1,1230.0,11.151598072522816,1203.5225048923678,4.95792723687002,93.58611393815035,1.5,28.9647,18.02,0.1345098693698397,0.08206,1.022,268.335,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.07899764130533343,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.47468105325420173,6.51,6.1,0.0,0.004396843183575879,3.5746692549397393e-06,0.06509999999999999,0.061,0.02717659951524461,0.1,1230.0,11.42493889495529,1203.5225048923678,4.957922780145051,95.07543914438367,1.5,28.9647,18.02,0.1312917306421944,0.08206,1.022,327.965,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
Room Temp (K),3,0.08363968082646761,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.5801657317551355,7.0,6.61,0.0,0.004279929220764815,3.4796172526543215e-06,0.07,0.0661,0.024416174624295947,0.1,1230.0,15.807234331822604,1203.5225048923678,4.239923268341566,100.66223817666845,1.5,28.9647,18.02,0.09489326016887403,0.08206,1.022,268.335,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08507308461553659,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.47468105325420173,7.0,6.61,0.0,0.004208119781440712,3.4212355946672457e-06,0.07,0.0661,0.024004784378142303,0.1,1230.0,16.026254835176772,1203.5225048923678,4.239919628638147,102.38737189541095,1.5,28.9647,18.02,0.09359641509678109,0.08206,1.022,327.965,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682
Room Temp (K),4,0.09433928953854877,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.5801657317551355,8.29,7.66,0.0,0.006986219970061853,5.679853634196628e-06,0.08289999999999999,0.0766,0.03496820426156002,0.1,1230.0,9.239387382647694,1203.5225048923678,3.1664987669265385,113.53945805520057,1.5,28.9647,18.02,0.16234842613235587,0.08206,1.022,268.335,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.09616689392501039,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.47468105325420173,8.29,7.66,0.0,0.006854360356483916,5.572650696328387e-06,0.08289999999999999,0.0766,0.034303650787004134,0.1,1230.0,9.507830107001288,1203.5225048923678,3.166494505668737,115.73902106434713,1.5,28.9647,18.02,0.1577647037356551,0.08206,1.022,327.965,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347
Room Temp (K),5,0.10313498711278023,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.5801657317551355,8.91,8.22,0.0,0.007729967602047095,6.284526505729346e-06,0.0891,0.08220000000000001,0.03503228410740221,0.1,1230.0,9.963518686021139,1203.5225048923678,2.6676382317458702,124.12527803201533,1.5,28.9647,18.02,0.1505492233486255,0.08206,1.022,268.335,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10532322312508818,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.47468105325420173,8.91,8.22,0.0,0.0075705826475560315,6.154945241915473e-06,0.0891,0.08220000000000001,0.03430443982574576,0.1,1230.0,10.206208554683622,1203.5225048923678,2.667634191170399,126.75886931884389,1.5,28.9647,18.02,0.1469693659465396,0.08206,1.022,327.965,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
Room Pressure (atm),1,0.06640328000873084,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.4699342427216598,6.05,5.62,0.0,0.004583808121437825,3.7266732694616462e-06,0.0605,0.0562,0.030517349762531006,0.1,1230.0,20.353351160487403,1337.2472276581864,5.769993783731831,88.7976020990856,1.5,28.9647,18.02,0.07369793741445374,0.08206,0.9198000000000001,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.079982657716256,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.5743640744375842,6.05,5.62,0.0,0.004650942976802499,3.7812544526849588e-06,0.0605,0.0562,0.030966398038909482,0.1,1230.0,8.134480516073012,1094.1113680839708,5.769999186284344,87.50993505692482,1.5,28.9647,18.02,0.18440022039958584,0.08206,1.1242,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
Room Pressure (atm),2,0.07114882884153556,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.4699342427216598,6.51,6.1,0.0,0.00439370831564954,3.5721205818288942e-06,0.06509999999999999,0.061,0.02715713759206119,0.1,1230.0,9.32769111364002,1337.2472276581864,4.957922579577951,95.14357411947024,1.5,28.9647,18.02,0.1608115000513394,0.08206,0.9198000000000001,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.08560994423935597,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.5743640744375842,6.51,6.1,0.0,0.004462670850036551,3.6281876829565452e-06,0.06509999999999999,0.061,0.027585299902096478,0.1,1230.0,12.660297090284434,1094.1113680839708,4.9579269917661515,93.66681321331421,1.5,28.9647,18.02,0.11848063195539908,0.08206,1.1242,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
Room Pressure (atm),3,0.07662486948112697,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.4699342427216598,7.0,6.61,0.0,0.004204888113139135,3.418608222064337e-06,0.07,0.0661,0.023986271817065394,0.1,1230.0,14.561597319089007,1337.2472276581864,4.2399194648393,102.46639428330741,1.5,28.9647,18.02,0.10301067713454955,0.08206,0.9198000000000001,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.09208898775337467,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.5743640744375842,7.0,6.61,0.0,0.004275979970749714,3.4764064802843207e-06,0.07,0.0661,0.0243935481607575,0.1,1230.0,16.968047694685648,1094.1113680839708,4.239923068171357,100.75560837631278,1.5,28.9647,18.02,0.08840144882842334,0.08206,1.1242,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682
Room Pressure (atm),4,0.08662572227050522,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.4699342427216598,8.29,7.66,0.0,0.006848425850494032,5.567825894710595e-06,0.08289999999999999,0.0766,0.034273745880649124,0.1,1230.0,7.834188835498841,1337.2472276581864,3.166494313885795,115.84000695012111,1.5,28.9647,18.02,0.1914684508500857,0.08206,0.9198000000000001,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.1038818007235748,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.5743640744375842,8.29,7.66,0.0,0.0069789686012457835,5.673958212394946e-06,0.08289999999999999,0.0766,0.03493165382045944,0.1,1230.0,10.468260949811938,1094.1113680839708,3.166498532586465,113.65825910869684,1.5,28.9647,18.02,0.14329027592944626,0.08206,1.1242,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347
